country,league,home_team,away_team,date,season,home_team_goal,away_team_goal
England,England Premier League,Birmingham City,West Bromwich Albion,2011-03-05 00:00:00,2010/2011,1,3
England,England Premier League,Bolton Wanderers,Aston Villa,2011-03-05 00:00:00,2010/2011,3,2
England,England Premier League,Blackpool,Chelsea,2011-03-07 00:00:00,2010/2011,1,3
England,England Premier League,Manchester United,West Ham United,2010-08-28 00:00:00,2010/2011,3,0
England,England Premier League,Liverpool,West Bromwich Albion,2010-08-29 00:00:00,2010/2011,1,0
England,England Premier League,Sunderland,Manchester City,2010-08-29 00:00:00,2010/2011,1,0
England,England Premier League,Tottenham Hotspur,Wigan Athletic,2010-08-28 00:00:00,2010/2011,0,1
England,England Premier League,Aston Villa,Everton,2010-08-29 00:00:00,2010/2011,1,0
England,England Premier League,Wolverhampton Wanderers,Newcastle United,2010-08-28 00:00:00,2010/2011,1,1
England,England Premier League,Blackburn Rovers,Arsenal,2010-08-28 00:00:00,2010/2011,1,2
England,England Premier League,Bolton Wanderers,Birmingham City,2010-08-29 00:00:00,2010/2011,2,2
England,England Premier League,Blackpool,Fulham,2010-08-28 00:00:00,2010/2011,2,2
England,England Premier League,Chelsea,Stoke City,2010-08-28 00:00:00,2010/2011,2,0
England,England Premier League,Manchester United,Bolton Wanderers,2011-03-19 00:00:00,2010/2011,1,0
England,England Premier League,Sunderland,Liverpool,2011-03-20 00:00:00,2010/2011,0,2
England,England Premier League,Tottenham Hotspur,West Ham United,2011-03-19 00:00:00,2010/2011,0,0
England,England Premier League,Aston Villa,Wolverhampton Wanderers,2011-03-19 00:00:00,2010/2011,0,1
England,England Premier League,Everton,Fulham,2011-03-19 00:00:00,2010/2011,2,1
England,England Premier League,Blackburn Rovers,Blackpool,2011-03-19 00:00:00,2010/2011,2,2
England,England Premier League,West Bromwich Albion,Arsenal,2011-03-19 00:00:00,2010/2011,2,2
England,England Premier League,Stoke City,Newcastle United,2011-03-19 00:00:00,2010/2011,4,0
England,England Premier League,Wigan Athletic,Birmingham City,2011-03-19 00:00:00,2010/2011,2,1
England,England Premier League,Chelsea,Manchester City,2011-03-20 00:00:00,2010/2011,2,0
England,England Premier League,Arsenal,Blackburn Rovers,2011-04-02 00:00:00,2010/2011,0,0
England,England Premier League,West Ham United,Manchester United,2011-04-02 00:00:00,2010/2011,2,4
England,England Premier League,Everton,Aston Villa,2011-04-02 00:00:00,2010/2011,2,2
England,England Premier League,Newcastle United,Wolverhampton Wanderers,2011-04-02 00:00:00,2010/2011,4,1
England,England Premier League,Manchester City,Sunderland,2011-04-03 00:00:00,2010/2011,5,0
England,England Premier League,Fulham,Blackpool,2011-04-03 00:00:00,2010/2011,3,0
England,England Premier League,Birmingham City,Bolton Wanderers,2011-04-02 00:00:00,2010/2011,2,1
England,England Premier League,West Bromwich Albion,Liverpool,2011-04-02 00:00:00,2010/2011,2,1
England,England Premier League,Stoke City,Chelsea,2011-04-02 00:00:00,2010/2011,1,1
England,England Premier League,Wigan Athletic,Tottenham Hotspur,2011-04-02 00:00:00,2010/2011,0,0
England,England Premier League,Manchester United,Fulham,2011-04-09 00:00:00,2010/2011,2,0
England,England Premier League,Liverpool,Manchester City,2011-04-11 00:00:00,2010/2011,3,0
England,England Premier League,Sunderland,West Bromwich Albion,2011-04-09 00:00:00,2010/2011,2,3
England,England Premier League,Tottenham Hotspur,Stoke City,2011-04-09 00:00:00,2010/2011,3,2
England,England Premier League,Aston Villa,Newcastle United,2011-04-10 00:00:00,2010/2011,1,0
England,England Premier League,Wolverhampton Wanderers,Everton,2011-04-09 00:00:00,2010/2011,0,3
England,England Premier League,Blackburn Rovers,Birmingham City,2011-04-09 00:00:00,2010/2011,1,1
England,England Premier League,Bolton Wanderers,West Ham United,2011-04-09 00:00:00,2010/2011,3,0
England,England Premier League,Blackpool,Arsenal,2011-04-10 00:00:00,2010/2011,1,3
England,England Premier League,Chelsea,Wigan Athletic,2011-04-09 00:00:00,2010/2011,1,0
England,England Premier League,Blackpool,Wigan Athletic,2011-04-16 00:00:00,2010/2011,1,3
England,England Premier League,Arsenal,Liverpool,2011-04-17 00:00:00,2010/2011,1,1
England,England Premier League,West Ham United,Aston Villa,2011-04-16 00:00:00,2010/2011,1,2
England,England Premier League,Everton,Blackburn Rovers,2011-04-16 00:00:00,2010/2011,2,0
England,England Premier League,Newcastle United,Manchester United,2011-04-19 00:00:00,2010/2011,0,0
England,England Premier League,Manchester City,Tottenham Hotspur,2011-05-10 00:00:00,2010/2011,1,0
England,England Premier League,Fulham,Bolton Wanderers,2011-04-27 00:00:00,2010/2011,3,0
England,England Premier League,Birmingham City,Sunderland,2011-04-16 00:00:00,2010/2011,2,0
England,England Premier League,West Bromwich Albion,Chelsea,2011-04-16 00:00:00,2010/2011,1,3
England,England Premier League,Stoke City,Wolverhampton Wanderers,2011-04-26 00:00:00,2010/2011,3,0
England,England Premier League,Manchester United,Everton,2011-04-23 00:00:00,2010/2011,1,0
England,England Premier League,Liverpool,Birmingham City,2011-04-23 00:00:00,2010/2011,5,0
England,England Premier League,Sunderland,Wigan Athletic,2011-04-23 00:00:00,2010/2011,4,2
England,England Premier League,Tottenham Hotspur,West Bromwich Albion,2011-04-23 00:00:00,2010/2011,2,2
England,England Premier League,Aston Villa,Stoke City,2011-04-23 00:00:00,2010/2011,1,1
England,England Premier League,Wolverhampton Wanderers,Fulham,2011-04-23 00:00:00,2010/2011,1,1
England,England Premier League,Blackburn Rovers,Manchester City,2011-04-25 00:00:00,2010/2011,0,1
England,England Premier League,Bolton Wanderers,Arsenal,2011-04-24 00:00:00,2010/2011,2,1
England,England Premier League,Blackpool,Newcastle United,2011-04-23 00:00:00,2010/2011,1,1
England,England Premier League,Chelsea,West Ham United,2011-04-23 00:00:00,2010/2011,3,0
England,England Premier League,Arsenal,Manchester United,2011-05-01 00:00:00,2010/2011,1,0
England,England Premier League,Liverpool,Newcastle United,2011-05-01 00:00:00,2010/2011,3,0
England,England Premier League,Sunderland,Fulham,2011-04-30 00:00:00,2010/2011,0,3
England,England Premier League,Manchester City,West Ham United,2011-05-01 00:00:00,2010/2011,2,1
England,England Premier League,Blackburn Rovers,Bolton Wanderers,2011-04-30 00:00:00,2010/2011,1,0
England,England Premier League,Birmingham City,Wolverhampton Wanderers,2011-05-01 00:00:00,2010/2011,1,1
England,England Premier League,West Bromwich Albion,Aston Villa,2011-04-30 00:00:00,2010/2011,2,1
England,England Premier League,Blackpool,Stoke City,2011-04-30 00:00:00,2010/2011,0,0
England,England Premier League,Wigan Athletic,Everton,2011-04-30 00:00:00,2010/2011,1,1
England,England Premier League,Chelsea,Tottenham Hotspur,2011-04-30 00:00:00,2010/2011,2,1
England,England Premier League,Manchester United,Chelsea,2011-05-08 00:00:00,2010/2011,2,1
England,England Premier League,Tottenham Hotspur,Blackpool,2011-05-07 00:00:00,2010/2011,1,1
England,England Premier League,West Ham United,Blackburn Rovers,2011-05-07 00:00:00,2010/2011,1,1
England,England Premier League,Aston Villa,Wigan Athletic,2011-05-07 00:00:00,2010/2011,1,1
England,England Premier League,Everton,Manchester City,2011-05-07 00:00:00,2010/2011,2,1
England,England Premier League,Newcastle United,Birmingham City,2011-05-07 00:00:00,2010/2011,2,1
England,England Premier League,Wolverhampton Wanderers,West Bromwich Albion,2011-05-08 00:00:00,2010/2011,3,1
England,England Premier League,Fulham,Liverpool,2011-05-09 00:00:00,2010/2011,2,5
England,England Premier League,Bolton Wanderers,Sunderland,2011-05-07 00:00:00,2010/2011,1,2
England,England Premier League,Stoke City,Arsenal,2011-05-08 00:00:00,2010/2011,3,1
England,England Premier League,Arsenal,Aston Villa,2011-05-15 00:00:00,2010/2011,1,2
England,England Premier League,Liverpool,Tottenham Hotspur,2011-05-15 00:00:00,2010/2011,0,2
England,England Premier League,Sunderland,Wolverhampton Wanderers,2011-05-14 00:00:00,2010/2011,1,3
England,England Premier League,Manchester City,Stoke City,2011-05-17 00:00:00,2010/2011,3,0
England,England Premier League,Blackburn Rovers,Manchester United,2011-05-14 00:00:00,2010/2011,1,1
England,England Premier League,Birmingham City,Fulham,2011-05-15 00:00:00,2010/2011,0,2
England,England Premier League,West Bromwich Albion,Everton,2011-05-14 00:00:00,2010/2011,1,0
England,England Premier League,Blackpool,Bolton Wanderers,2011-05-14 00:00:00,2010/2011,4,3
England,England Premier League,Wigan Athletic,West Ham United,2011-05-15 00:00:00,2010/2011,3,2
England,England Premier League,Chelsea,Newcastle United,2011-05-15 00:00:00,2010/2011,2,2
England,England Premier League,Manchester United,Blackpool,2011-05-22 00:00:00,2010/2011,4,2
England,England Premier League,Tottenham Hotspur,Birmingham City,2011-05-22 00:00:00,2010/2011,2,1
England,England Premier League,West Ham United,Sunderland,2011-05-22 00:00:00,2010/2011,0,3
England,England Premier League,Aston Villa,Liverpool,2011-05-22 00:00:00,2010/2011,1,0
England,England Premier League,Everton,Chelsea,2011-05-22 00:00:00,2010/2011,1,0
England,England Premier League,Newcastle United,West Bromwich Albion,2011-05-22 00:00:00,2010/2011,3,3
England,England Premier League,Wolverhampton Wanderers,Blackburn Rovers,2011-05-22 00:00:00,2010/2011,2,3
England,England Premier League,Fulham,Arsenal,2011-05-22 00:00:00,2010/2011,2,2
England,England Premier League,Bolton Wanderers,Manchester City,2011-05-22 00:00:00,2010/2011,0,2
England,England Premier League,Stoke City,Wigan Athletic,2011-05-22 00:00:00,2010/2011,0,1
England,England Premier League,Arsenal,Bolton Wanderers,2010-09-11 00:00:00,2010/2011,4,1
England,England Premier League,West Ham United,Chelsea,2010-09-11 00:00:00,2010/2011,1,3
England,England Premier League,Everton,Manchester United,2010-09-11 00:00:00,2010/2011,3,3
England,England Premier League,Newcastle United,Blackpool,2010-09-11 00:00:00,2010/2011,0,2
England,England Premier League,Manchester City,Blackburn Rovers,2010-09-11 00:00:00,2010/2011,1,1
England,England Premier League,Fulham,Wolverhampton Wanderers,2010-09-11 00:00:00,2010/2011,2,1
England,England Premier League,Birmingham City,Liverpool,2010-09-12 00:00:00,2010/2011,0,0
England,England Premier League,West Bromwich Albion,Tottenham Hotspur,2010-09-11 00:00:00,2010/2011,1,1
England,England Premier League,Stoke City,Aston Villa,2010-09-13 00:00:00,2010/2011,2,1
England,England Premier League,Wigan Athletic,Sunderland,2010-09-11 00:00:00,2010/2011,1,1
England,England Premier League,Manchester United,Liverpool,2010-09-19 00:00:00,2010/2011,3,2
England,England Premier League,Sunderland,Arsenal,2010-09-18 00:00:00,2010/2011,1,1
England,England Premier League,Tottenham Hotspur,Wolverhampton Wanderers,2010-09-18 00:00:00,2010/2011,3,1
England,England Premier League,Aston Villa,Bolton Wanderers,2010-09-18 00:00:00,2010/2011,1,1
England,England Premier League,Everton,Newcastle United,2010-09-18 00:00:00,2010/2011,0,1
England,England Premier League,Blackburn Rovers,Fulham,2010-09-18 00:00:00,2010/2011,1,1
England,England Premier League,West Bromwich Albion,Birmingham City,2010-09-18 00:00:00,2010/2011,3,1
England,England Premier League,Stoke City,West Ham United,2010-09-18 00:00:00,2010/2011,1,1
England,England Premier League,Wigan Athletic,Manchester City,2010-09-19 00:00:00,2010/2011,0,2
England,England Premier League,Chelsea,Blackpool,2010-09-19 00:00:00,2010/2011,4,0
England,England Premier League,Arsenal,West Bromwich Albion,2010-09-25 00:00:00,2010/2011,2,3
England,England Premier League,Liverpool,Sunderland,2010-09-25 00:00:00,2010/2011,2,2
England,England Premier League,West Ham United,Tottenham Hotspur,2010-09-25 00:00:00,2010/2011,1,0
England,England Premier League,Newcastle United,Stoke City,2010-09-26 00:00:00,2010/2011,1,2
England,England Premier League,Manchester City,Chelsea,2010-09-25 00:00:00,2010/2011,1,0
England,England Premier League,Wolverhampton Wanderers,Aston Villa,2010-09-26 00:00:00,2010/2011,1,2
England,England Premier League,Fulham,Everton,2010-09-25 00:00:00,2010/2011,0,0
England,England Premier League,Birmingham City,Wigan Athletic,2010-09-25 00:00:00,2010/2011,0,0
England,England Premier League,Bolton Wanderers,Manchester United,2010-09-26 00:00:00,2010/2011,2,2
England,England Premier League,Blackpool,Blackburn Rovers,2010-09-25 00:00:00,2010/2011,1,2
England,England Premier League,Liverpool,Blackpool,2010-10-03 00:00:00,2010/2011,1,2
England,England Premier League,Sunderland,Manchester United,2010-10-02 00:00:00,2010/2011,0,0
England,England Premier League,Tottenham Hotspur,Aston Villa,2010-10-02 00:00:00,2010/2011,2,1
England,England Premier League,West Ham United,Fulham,2010-10-02 00:00:00,2010/2011,1,1
England,England Premier League,Manchester City,Newcastle United,2010-10-03 00:00:00,2010/2011,2,1
England,England Premier League,Birmingham City,Everton,2010-10-02 00:00:00,2010/2011,0,2
England,England Premier League,West Bromwich Albion,Bolton Wanderers,2010-10-02 00:00:00,2010/2011,1,1
England,England Premier League,Stoke City,Blackburn Rovers,2010-10-02 00:00:00,2010/2011,1,0
England,England Premier League,Wigan Athletic,Wolverhampton Wanderers,2010-10-02 00:00:00,2010/2011,2,0
England,England Premier League,Chelsea,Arsenal,2010-10-03 00:00:00,2010/2011,2,0
England,England Premier League,Manchester United,West Bromwich Albion,2010-10-16 00:00:00,2010/2011,2,2
England,England Premier League,Arsenal,Birmingham City,2010-10-16 00:00:00,2010/2011,2,1
England,England Premier League,Aston Villa,Chelsea,2010-10-16 00:00:00,2010/2011,0,0
England,England Premier League,Everton,Liverpool,2010-10-17 00:00:00,2010/2011,2,0
England,England Premier League,Newcastle United,Wigan Athletic,2010-10-16 00:00:00,2010/2011,2,2
England,England Premier League,Wolverhampton Wanderers,West Ham United,2010-10-16 00:00:00,2010/2011,1,1
England,England Premier League,Blackburn Rovers,Sunderland,2010-10-18 00:00:00,2010/2011,0,0
England,England Premier League,Fulham,Tottenham Hotspur,2010-10-16 00:00:00,2010/2011,1,2
England,England Premier League,Bolton Wanderers,Stoke City,2010-10-16 00:00:00,2010/2011,2,1
England,England Premier League,Blackpool,Manchester City,2010-10-17 00:00:00,2010/2011,2,3
England,England Premier League,Liverpool,Blackburn Rovers,2010-10-24 00:00:00,2010/2011,2,1
England,England Premier League,Sunderland,Aston Villa,2010-10-23 00:00:00,2010/2011,1,0
England,England Premier League,Tottenham Hotspur,Everton,2010-10-23 00:00:00,2010/2011,1,1
England,England Premier League,West Ham United,Newcastle United,2010-10-23 00:00:00,2010/2011,1,2
England,England Premier League,Manchester City,Arsenal,2010-10-24 00:00:00,2010/2011,0,3
England,England Premier League,Birmingham City,Blackpool,2010-10-23 00:00:00,2010/2011,2,0
England,England Premier League,West Bromwich Albion,Fulham,2010-10-23 00:00:00,2010/2011,2,1
England,England Premier League,Stoke City,Manchester United,2010-10-24 00:00:00,2010/2011,1,2
England,England Premier League,Wigan Athletic,Bolton Wanderers,2010-10-23 00:00:00,2010/2011,1,1
England,England Premier League,Chelsea,Wolverhampton Wanderers,2010-10-23 00:00:00,2010/2011,2,0
England,England Premier League,Blackburn Rovers,Wolverhampton Wanderers,2011-08-13 00:00:00,2011/2012,1,2
England,England Premier League,Fulham,Aston Villa,2011-08-13 00:00:00,2011/2012,0,0
England,England Premier League,Liverpool,Sunderland,2011-08-13 00:00:00,2011/2012,1,1
England,England Premier League,Manchester City,Swansea City,2011-08-15 00:00:00,2011/2012,4,0
England,England Premier League,Newcastle United,Arsenal,2011-08-13 00:00:00,2011/2012,0,0
England,England Premier League,Queens Park Rangers,Bolton Wanderers,2011-08-13 00:00:00,2011/2012,0,4
England,England Premier League,Stoke City,Chelsea,2011-08-14 00:00:00,2011/2012,0,0
England,England Premier League,Tottenham Hotspur,Everton,2012-01-11 00:00:00,2011/2012,2,0
England,England Premier League,West Bromwich Albion,Manchester United,2011-08-14 00:00:00,2011/2012,1,2
England,England Premier League,Wigan Athletic,Norwich City,2011-08-13 00:00:00,2011/2012,1,1
England,England Premier League,Chelsea,Arsenal,2011-10-29 00:00:00,2011/2012,3,5
England,England Premier League,Everton,Manchester United,2011-10-29 00:00:00,2011/2012,0,1
England,England Premier League,Manchester City,Wolverhampton Wanderers,2011-10-29 00:00:00,2011/2012,3,1
England,England Premier League,Norwich City,Blackburn Rovers,2011-10-29 00:00:00,2011/2012,3,3
England,England Premier League,Stoke City,Newcastle United,2011-10-31 00:00:00,2011/2012,1,3
England,England Premier League,Sunderland,Aston Villa,2011-10-29 00:00:00,2011/2012,2,2
England,England Premier League,Swansea City,Bolton Wanderers,2011-10-29 00:00:00,2011/2012,3,1
